dept_code,course_code,course_name,credits,type
CE,CE5030,Functional Efficiency of Buildings,9,Theory
CE,CE5490,Hydraulic Engg Lab,4,Lab
CE,CE5260,Models of Water & Air Quality,9,Theory
CE,CE5470,Surface Water Hydrology,12,Theory
CE,CE3310,Advanced Structural Analysis,9,Theory
CE,CE5800,Pavement Analysis and Design,9,Theory
CE,CE4440,Introduction to Rock Mechanics,9,Theory
CE,CA5350,Catalysis in Petroleum Technology,9,Theory
CE,CD6440,Seminar,1,Theory
CE,CE2020,Structural Analysis,11,Theory
CE,CE3280,Industrial Training,0,Oral
CE,CE5210,Transport of Water & waste water,9,Theory
CE,CE5280,Hazardous Waste Management,9,Theory
CE,CE5390,Analytical Tech. in Transportation Engg,9,Theory
CE,CE5510,Irrigation Technology,9,Theory
CE,CE5570,Pipeline Engg,9,Theory
CE,CE5590,Pavement Management System,9,Theory
CE,CE5620,Structural Dynamics,10,Theory
CE,CE5850,Pavement Materials and Evaluation Lab,6,Lab
CE,CE6070,Construction Project Modelling,9,Theory
CE,CE6330,Rock Engineering,9,Theory
CE,CE6500,Unsteady Open-channel Flow,9,Theory
CE,CE6530,Environmental Hydraulics,9,Theory
CE,CE6870,Transportation  Systems Analysis,9,Theory
CE,CE7620,Rheology of Civil Engineering Materials,9,Theory
CE,CE7770,Computational Fracture Mechanics,9,Theory
CE,CE7011,Advanced Transportation Network Analysis,9,Theory
CE,CE5080,Geographical Information System,10,Theory
CE,CE7013,Advanced Topics in Project Delivery Finance,9,Theory
CE,CE5014,Sustainable Construction,9,Theory
CE,CE5016,Sustainability in River Basin Management,9,Theory
CE,CE5017,Urban Transport and the Environment,9,Theory
CE,CE5015,Environmental Monitoring and Data Analysis,9,Theory
CE,CE5830,Traffic Engg & Management,9,Theory
CE,CE5970,Barrier Systems for Waste Containment,9,Theory
CE,CE5430,Geotechnical Engg. Design Studio,6,Lab
CE,CE7999,Special topics in Civil Engineering,9,Oral
CE,CE5810,Urban Transportation Planning,9,Theory
CE,CE4011,Introduction to Atmospheric and Climate Sciences,9,Theory
CE,CE6013,River Engineering,9,Theory
CE,CE5180,Air Pollution and Control Engineering,12,Theory
CE,CE5500,Hydroinformatics Lab,6,Lab
CE,CE6015,Solid Waste Management,9,Theory
CE,CE6012,Sustainability Engineering:Concepts and Applications,9,Theory
CE,CE4901,Undergraduate Research - I,9,Practical
CE,CE4902,Undergraduate Research - II,9,Practical
CE,CE4903,Undergraduate Research - III,9,Practical
CE,CE6730,Structural optimization,9,Theory
CE,CE6420,Ground Improvement Techniques,9,Theory
CE,CE7930,Computational Geomechanics,9,Theory
CE,CE6350,Critical State Soil Mechanics,9,Theory
CE,CE5831,Transportation Engg. Studio,9,Lab
CE,CE6750,CAD in Civil Engineering,9,Theory
CE,CE5610,Finite Element Analysis,12,Theory
CE,CE5730,Probability Methods in Civil Engg,9,Theory
CE,CE6320,Engg. Seismology and Hazard Assessment,9,Theory
CE,CE3040,Environmental Engineering,10,Theory
CE,CE3510,Ground Improvement,9,Theory
CE,CE4510,Dynamics of Foundations,9,Theory
CE,CE4520,Principles of Reinforced Soil Structures,9,Theory
CE,CE5310,Advanced Soil Mechanics,12,Theory
CE,CE5300,Applied Soil Mechanics,10,Theory
CE,CE5340,FEM & Constitutive Modelling in Geomech.,12,Theory
CE,CE5350,Geosynthetics & Reinforced Soil Structures,9,Theory
CE,CE5450,Applied Hydraulic Engg,9,Theory
CE,CE3030,Water Resources Engineering,12,Theory
CE,ID7010,Adv.Finite Element Analysis,9,Theory
CE,CE6100,Structural Systems Design,9,Theory
CE,CE6110,Advanced Concrete Technology,9,Theory
CE,CE6011,Smart buildings and automation,9,Theory
CE,CE5950,Characterization of Construction Materials,9,Theory
CE,CE5870,Infrastructure Planning and Management,9,Theory
CE,CE5140,Building Acoustics & Noise Control,9,Theory
CE,CE5040,"Construction,Methods & Equipment",9,Theory
CE,CE5060,Industrial Seminar,4,Oral
CE,CE3420,Concrete Technology,9,Theory
CE,CE5337,Non-destructive Evaluation of Strucutures,9,Theory
CE,CE5338,Underground Space Technology,9,Theory
CE,CE6050,Lean construction project delivery,9,Theory
CE,CE5720,Structural stability,9,Theory
CE,CE5710,Prestressed concrete structures,9,Theory
CE,ID7200,Design of frp composite structures,9,Theory
CE,CE1010,Introduction to Civil Engineering Profession,8,Theory
CE,CE2310,Mechanics of materials,11,Theory
CE,CE5130,Construction Quality and Safety Management,12,Theory
CE,CE5120,Maintenance and Rehabilitation of Constructed Facilities,9,Theory
CE,CE5100,Construction Software Lab,6,Lab
CE,CE5020,Construction Planning and Control,9,Theory
CE,ID6090,Composite materials and manufacturing,9,Theory
CE,GN6001,Integral Karmayoga,9,Theory
CE,GN5001,Self-awareness,9,Theory
CE,CE7730,Advanced finite element analysis,9,Theory
CE,CE7720,Structural reliability,9,Theory
CE,CE7710,Advanced structural dynamics,9,Theory
CE,CE5220,Environmental Engineering Seminar,3,
CE,CE5520,Hyd. & Water Resources Engg. Seminar,2,
CE,CE5840,Transportation Engineering Seminar,2,
CE,CE7640,Elastic and plastic stress analysis,9,Theory
CE,CE7200,Fracture mechanics of concrete,9,Theory
CE,CE7120,Advanced topics in structural concrete,9,Theory
CE,CE7023,Computations for historical masonry,11,Theory
CE,CE6650,Structural Engineering Seminar,2,
CE,CE5740,Experimental techniques,6,Lab
CE,CE5690,Theory and Design of Plates and Shells,9,Theory
CE,CE5660,Advanced design of metal structures,10,Theory
CE,CE5630,Advanced theory and design of concrete structures,10,Theory
CE,CE5380,Structural design of foundations,9,Theory
CE,CE5011,Design of Masonry Structures,9,Theory
CE,CE4670,Case studies in Structural Engineering,9,Theory
CE,CE4640,Analysis and Design for wind and earthquake effects,9,Theory
CE,CE4410,Structural Masonry,9,Theory
CE,CE4310,Design of concrete structural systems,9,Theory
CE,CE3320,Design of steel structural systems,9,Theory
CE,CE3100,Structural engineering laboratory,4,Lab
CE,CE7016,Nonlinear analysis of frame structures,9,Theory
CE,CE7015,Design of structures for ductility,9,Theory
CE,CE7014,Structural safety of historical monuments,9,Theory
CE,CE6780,Advanced mechanics of structures,10,Theory
CE,CE6760,Structures for power plants,9,Theory
CE,CE6740,Advanced analysis and design for wind and earthquake effects,9,Theory
CE,CE6710,Bridge Engineering,9,Theory
CE,CE6670,Structural engineering design studio,9,Theory
CE,CE3060,Basic design of reinforced concrete structures,11,Theory
CE,CE2080,Surveying,10,Theory
CE,CE5331,Metro systems and engineering,9,Theory
CE,CE5026,Design of Steel-Concrete Composite Structures,9,Theory
CE,CE5335,Metro Internship,6,Practical
CE,CE5332,Special Topics in Metro Engineering,9,Theory
CE,CE7017,Advanced Traffic Flow Theory,9,Theory
CE,ce3410,Construction Materials Laboratory,4,Lab
CE,CE5290,Transportation Network Analysis,9,Theory
CE,CE5900,Intelligent Transportation Systems,9,Theory
CE,CE6999,Special Topics in Civil Engineering,9,Oral
CE,CE5012,Structural Fire Engineering,9,Theory
CE,ID1200,Ecology and Environment,0,Theory
CE,CE6051,Machine Learning in Civil Engineering,9,Theory
CE,CE5971,Aerosol Science and Technology,9,Theory
CE,CE3015,Highway Engineering,9,Theory
CE,CE3025,Traffic Engineering,9,Theory
CE,CE4801,Project (Summer),25,Practical
CE,CE5320,Dynamics of soils and foundations,10,Theory
CE,CE5410,Experimental Geotechnics Lab,8,Lab
CE,CE6810,Geometric Design of Highways,9,Theory
CE,CE6480,Contaminant Transport Modelling,9,Theory
CE,GN5010,Indian Aesthetics in Design,9,Theory
CE,CE5090,Construction Materials Lab,8,Lab
CE,CE4610,Water Management,9,Theory
CE,CE2040,Hydraulic Engineering,11,Theory
CE,CE5013,Bituminous Technology,9,Theory
CE,CE5115,Admixtures and Special Concretes,9,Theory
CE,CE5105,Environmental Toxicology and Risk Assessment,9,Theory
CE,CE5125,DESIGN AND CONSTRUCTION OF SUSTAINABLE CONCRETE PAVEMENTS,3,Theory
CE,CE6040,Cement Chemistry,9,Theory
CE,ID5120,Urban Resilience,9,Practical
CE,CE5530,Pavement Materials,9,Theory
CE,CE5930,Pavement Construction Technology,9,Theory
CE,CE5960,Remote Sensing of Earth Resources,10,Theory
CE,CE3330,Computer Methods in Civil Engineering,9,Theory
CE,CE2060,Geotechnical Engineering I,11,Theory
CE,CE5670,Fuzzy Logic and its Applications in Civil Engineering,9,Theory
CE,CE5110,Building Services,11,Theory
CE,CE5042W,Materials and Construction Technologies in Bridge Engineering,9,Theory
CE,CE5041W,Mini Project,12,Practical
CE,CE5040W,Design Studio in Bridge Engineering,9,Oral
CE,CE5034W,"Design of Bearings, Joints and Ancillaries of Bridges",9,Theory
CE,CE5033W,Earthquake Resistant Design of Bridges,9,Theory
CE,CE5032W,Design of Bridge Foundations,9,Theory
CE,CE5031W,Design of Steel Bridges,10,Theory
CE,CE5022W,"Geotechnical Engineering, and Hydrology & Hydraulics of Bridges",9,Theory
CE,CE5021W,Dynamics of Bridges,9,Theory
CE,CE5020W,Analysis of Bridges,12,Theory
CE,CE5010W,Introduction to Bridge Engineering,10,Theory
CE,CE5030W,Design of Concrete Bridges,10,Theory
CE,CE5044W,Case Studies in Bridge Engineering,9,Theory
CE,CE5043W,"Maintenance, Assessment, Repair and Strengthening of Bridges",9,Theory
CE,CE5550,"Urban Hydrology, Storm Drainage Design & Management",10,Theory
CE,CE3350,Geotechnical Engineering II,11,Theory
CE,CE5160,Biological Process Design for Wastewater Treatment,12,Theory
CE,CE5480,Water Resources Planning and Management,12,Theory
CE,CE4030,Hydraulic and Environmental Engineering Lab,4,Lab
CE,CE6400,Hydrologic Data Analysis and Modeling,9,Theory
CE,CE6520,Simulation Modelling in Water Resources,12,Theory
CE,CE5421,Geotechnical Engg. Seminar,2,Theory
CE,CE5190,Environmental Sampling and Analytical Lab,4,Lab
CE,CE5150,Environmental Chemistry and Microbiology,12,Theory
CE,CE5170,Physico-chemical Process for Water and Wastewater Treatment,12,Theory
CE,CE5460,Ground Water Engineering,12,Theory
CE,CE6310,Earthquake Geotechnical Engineering,9,Theory
CE,CE5360,Soil Exploration and Field Tests,9,Theory
CE,CE5330,Advanced Foundation Engineering,10,Theory
CE,CE5025,Lattice Structures,9,Theory
CE,CE3050,Basic Design of Steel Structures,11,Theory
CE,CE6123,Project - Even Semester (building technology and construction management),45,Practical
CE,CE4060,Under graduate Project II,14,Practical
CE,CE4050,Under graduate Project I,13,Practical
CE,CE4803,Project - Even Semester,40,Practical
CE,CE4802,Project - Odd semester,20,Practical
CE,CE6493,Project - Even semester (Hydraulics and Water Resources Engineering),40,Practical
CE,CE6492,Project - Odd semester (Hydraulics and Water Resources Engineering),30,Practical
CE,CE6433,Project - Even semester (Geotechnical Engineering),44,Practical
CE,CE6293,Project - Even semester (Environmental Engineering),35,Practical
CE,CE6933,Project - Even semester (Transportation Engineering),43,Practical
CE,CE6932,Project - Odd semester (Transportation Engineering),22,Practical
CE,CE6693,Project - Even Semester (Structural Engineering),35,Practical
CE,CE6021,Introduction to Research,0,Oral
CE,CE4020,Industrial Lecture,3,
CE,CE5525,Atmospheric Physics and Chemistry,9,Theory
CE,CE5515,Global Tectonics and Planetary Seismology,9,Theory
CH,CH6190,Polymer Reaction Kinetics and Engineering,9,Theory
CH,CH5115,Parameter and State Estimation,10,Theory
CH,CH5681,Project I,25,Practical
CH,ID5500,Battery Technology,9,Theory
CH,CH3160,Polymeric Materials,9,Theory
CH,CH5480,Bioprocesses in Environmental Mgmt.,9,Theory
CH,CH5370,Environmental Quality Monitoring & Analysis,9,Theory
CH,CH5080,Theory & Appln. of Multi Component Mass Transfer,9,Theory
CH,CH1010,Introduction to Chemical Engineering,12,Oral
CH,CH3500,Summer Training,0,Oral
CH,CH5050,Advanced Chemical Engg Thermodynamics,10,Theory
CH,CH5090,Bioprocess Engineering,9,Theory
CH,CH5130,Rheology of Complex Materials,9,Theory
CH,CH5190,Introduction of Macromolecules,9,Theory
CH,CA5010,Fundamentals of Adsorption and Catalysis,9,Theory
CH,CA5020,Principles of Solids and Surfaces,9,Theory
CH,CA5310,Preparation and Properties of Catalysis,9,Theory
CH,CA5320,Homogeneous Catalysis,9,Theory
CH,CA5340,Computational Methods in Catalysis,9,Theory
CH,CA5030,Experimental Methods in Catalysis,9,Theory
CH,CA5040,Principles of Surface Analysis,9,Theory
CH,CA5050,Catalyst Preparation & Charcterization Lab,9,Lab
CH,CA5360,Catalysis in Production of Chemicals,9,Theory
CH,CA5370,Nano-materials in Catalysis,9,Theory
CH,CA6110,Catalysis in Green Chemistry & Envt.,9,Theory
CH,CA6120,Photo-Catalysis,9,Theory
CH,CH3130,Polymer Technology,9,Theory
CH,CH5030,Transport Phenomena,10,Theory
CH,CH5100,Multiphase Systems,9,Theory
CH,CH5170,Process Optimization,9,Theory
CH,CH5180,Steady State & Dynamic Analysis of Physiochemical,9,Theory
CH,CH5400,Microelectronic Fabrication,9,Theory
CH,CH5440,Multivariate Data Analysis for Process Modeling,9,Theory
CH,CH5460,Unit Operation and Processes in Env.Engg.,9,Theory
CH,CH6020,Computational Fluid Dynamics Tech,9,Theory
CH,CH6060,Numerical Tech for Engrs,9,Theory
CH,CH6620,Waste Water Treatment,9,Theory
CH,CH8010,Advanced Topics in CFD,9,Theory
CH,NUS280,Advanced Process Control,9,Theory
CH,NUS290,Advanced Transport Phenomena,12,Theory
CH,NUS300,Advanced Separation Processes,12,Theory
CH,CH5020,Statistical Design and Analysis of Experiments,9,Theory
CH,CH5520,Mathematical Methods for Chemical Engineers,10,Theory
CH,CH5530,Process Simulation Lab,9,Lab
CH,CH3510,Momentum Transfer & MO Lab,5,Lab
CH,CH5011,Colloids and Surfaces,9,Theory
CH,CH5561,Project III,40,Practical
CH,CH2061,Computational Techniques,10,Theory
CH,CH5560,Project II,30,Practical
CH,CH5013,Principles of Fuel Cells,9,Theory
CH,CH3030,Applications of Mass Transfer,10,Theory
CH,CH 5014,Interfacial Science and Engineering,9,Theory
CH,CH5014,Interfacial Science and Engineering,9,Theory
CH,CH6260,Carbon Capture and Sequestration,9,Theory
CH,CH5015,Process Safety,9,Theory
CH,CH6760,Hydrodynamics of complex fluids,9,Theory
CH,CH5541,Advanced Topics in Momentum Transfer,9,Theory
CH,CH5021,Molecular Simulation of Soft Matter,9,Theory
CH,CH5017,Data Analysis for Modeling and Monitoring of Reaction Systems,9,Theory
CH,CH2013,Computational Programming & Process Simulation Lab,5,Lab
CH,CH5600,Introduction to Electrochemical Impedance Spectroscopy,9,Theory
CH,CH2014,Fundamentals of Heat and Mass Transfer,10,Theory
CH,CH2015,Fluid and Particle Mechanics,10,Theory
CH,CH2016,Chemical Engineering Thermodynamics Lab,5,Lab
CH,CH5018,Biomass Conversion Processes and Analysis,9,Theory
CH,CH5022,Solar Photoelectrochemistry,9,Theory
CH,CH4560,Project II,18,Practical
CH,CH3150,Renewable Energy Sources,9,Theory
CH,CH5665,Seminar,2,
CH,CH6022,"Microwave Processing in Materials, Food and Medical Sciences",9,Theory
CH,CH5650,Molecular Data Science and Informatics,9,Theory
CH,CH3520,Heat & Mass Transfer Lab 1,5,Lab
CH,CH5690,Project III,13,Practical
CH,CH4530,Project I,9,Practical
CH,CH3010,Chemical Reaction Engineering,10,Theory
CH,CH3521,Heat and MAss Transfer Lab II,6,Lab
CH,CH6531,Multiscale Modeling of Heterogenous Catalytic Systems,9,Theory
CH,CH3021,CRE LAB,5,Lab
CH,CH3052,Material Science for Chemical Engineers,10,Theory
CH,CH5023,Unconventional Oil and Gas Resources,9,Theory
CH,CA5561,Project II,35,Practical
CH,CA5562,Project III,40,Practical
CH,NE6011,In Plant Training  [WINTER],6,Theory
CH,CH5019,Mathematical Foundations of Data Science,12,Theory
CH,CH3050,Process Dynamics and Control,10,Theory
CH,CH5230,Data-driven Modelling of Process Systems,9,Theory
CH,CH5024,Numerical Optimal Control Theory,9,Theory
CH,CH4120,Molecular Thermodynamics,9,Theory
CH,CH6200,Environmental Chemodynamics,9,Theory
CH,CH7320,Intro.to Statistical Thermodynamics,9,Theory
CH,NUS520,Mass Transfer Operations,9,Theory
CH,NUS530,Safety Health and the Environment,12,Theory
CH,NUS540,Process Modeling and Numerical Simulation,12,Theory
CH,NUS550,Petrochemical and Processing Technology,9,Theory
CH,NUS560,Processing of Microelectronic Materials,9,Theory
CH,CH6999,Special Topics in Chemical Engineering,9,Oral
CH,CH7999,Special Topics in Chemical Engineering,9,Oral
CH,CH5560*,Project I,25,Practical
CH,CH5025,Fundamental Concepts and Applications of Adsorption,9,Theory
CH,CH4030,Process Control Lab,5,Lab
CH,CH4050,Chemical Technology and Equipment Design,10,Theory
CH,CH4010,Process and Product Design,10,Theory
CH,CH4960,The Nuclear Energy Option,9,Theory
CH,CH6012,GIAN 171003B02 Mechanistic Modeling of Thermochemical Conversion of Hydrocarbons and Solid Fuels,3,Theory
CH,CH5027,Principles of  Thermal Processing and Packaging in Food Industries,9,Theory
CH,CH5026,Transport Phenomena in Catalysis,9,Theory
CH,CH4999,Undergraduate Research,9,Practical
CH,CH1020,Principles & Calculations in Chemical,10,Theory
CH,CH6180,Molecular Theory of Solutions,9,Theory
CH,CH5120,Modern Control Theory,9,Theory
CH,CH5350,Applied Time Series Analysis,9,Theory
CH,CH6110,Finite Element Methods in Engg,9,Theory
CH,CH5010,Chemical Reactor Theory,10,Theory
CH,CH5028,Building Towards a Career in Chemical Industry,9,Theory
CH,CH5490,Integer Optimization,9,Theory
CH,GN6002,Lets Play to Learn,9,Oral
CH,CH5415,Constructal Design in Engineering Systems,9,Theory
CH,CH5016,Systems Biology for engineers,9,Theory
CH,CH5060,Seminar,3,Oral
CH,CH2012,Continuum Mechanics & Transport Phenomena,10,Theory
CH,CH6670,Environmental Pollution Control,9,Theory
CH,CH3180,Polymer Kinetic Theory,9,Theory
CH,CH3710,Ecological Engineering,9,Theory
CH,CH5380,Testing of Polymers,9,Theory
CH,CH3170,Ecological Engineering,9,Theory
CH,CH4170,Catalyst Science & Technology,9,Theory
CH,CH4210,Plastics Engineering,9,Theory
CH,CH4250,Process Engineering,10,Practical
CH,CH5270,Soft robotics,9,Theory
CH,CH5140,Process Modelling Simulation and Analysis,9,Theory
CH,CH5470,Graph Theory & its applications in Process Design,9,Theory
CH,CH6050,Molecular Thermodynamics of Fluid Phase Equilibria,9,Theory
CH,CH6021,Introduction to Research,0,Oral
CH,CH5683,Project III,40,Practical
CH,CH5682,Project II,25,Practical
CH,CH2010,Chemical Engineering Thermodynamics,10,Theory
CH,GN5004,Research Skills,3,Oral
CS,CS5130,Mathematical Tools for Theoretical Computer Science,12,Theory
CS,CS6150,Advanced Programming,12,Lab
CS,CS6019,M.Tech. Project Phase II,48,Practical
CS,CS6119,M.Tech. Project IIA,12,Practical
CS,CS5998,M.Tech project Phase I,48,Practical
CS,CS6240,Structural Graph Theory,12,Theory
CS,CS7260,Post Quantum Cryptography,12,Theory
CS,CS6235,Analysis of Parallel Programs,12,Theory
CS,CS6650,Smart Sensing for Internet of Things,12,Theory
CS,CS5011W,Introduction to Machine Learning,12,Theory
CS,CS6748W,Elements of Computing Systems,15,Practical
CS,INSA01,Analog Devices,2,Theory
CS,INSA02,Semiconductor Devices,5,Theory
CS,INSA03,Intensive French Courses,12,Theory
CS,CS6370,Natural Language Processing,12,Theory
CS,CS6380,Artificial Intelligence,12,Theory
CS,CS3500,Operating Systems,15,Theory
CS,CS3700,Introduction to Database Systems,12,Theory
CS,CS4100,Computer System Design,12,Theory
CS,CS2200,Language Machines and Computations,10,Theory
CS,CS3400,Principles of Software Engg.,12,Theory
CS,CS4410,Topics in Alg. Combinatorics & Gr.Theory,12,Theory
CS,CS6110,Computational Geometry,12,Theory
CS,CS6190,Recent Dev. in Theoretical Computer Scie,12,Theory
CS,CS6230,CAD for VLSI Systems,12,Theory
CS,CS6250,Memory Based Reasoning in Art.Int.,12,Theory
CS,CS6300,Speech Technology,12,Theory
CS,CS6350,Computer Vision,12,Theory
CS,CS6360,Computer Graphics,12,Theory
CS,CS6510,Advances in Database Technology,12,Theory
CS,CS6550,Database Management System,12,Theory
CS,CS6680,Planning and  Constraint Satisfaction,12,Theory
CS,NUS160,Computer Graphics,12,Theory
CS,NUS170,Design of Interactive Media,12,Theory
CS,NUS180,Principles of Computer Security,12,Theory
CS,NUS190,Data Structures and Algorithms,5,Theory
CS,NUS200,Foundations of Artificial Intelligence,12,Theory
CS,NUS220,Microprocessor Applications,12,Theory
CS,CS6560,Parallel Computer Architecture,12,Theory
CS,CS6012,Social Network Analysis,12,Theory
CS,CS3210,Computer Networks Lab,6,Lab
CS,CS3410,Software Engg Lab,6,Lab
CS,CS6846,Quantum Algorithms and Quantum Complexity,12,Theory
CS,CS6847,Cloud Computing,12,Theory
CS,CS6848,Principles of Programming Languages,12,Theory
CS,CS4110,Computer System Design Lab,6,Lab
CS,CS6849,Modern Trends in Computer Graphics,12,Theory
CS,CS6600,Computer Architecture,12,Theory
CS,CS6851,Distributed Algorithms,12,Theory
CS,CS6868,Concurrent Programming,12,Theory
CS,CS6842,Algorithmic Algebra,12,Theory
CS,CS3300,Compiler Design,15,Theory
CS,CS3310,Compiler Design Lab,6,Lab
CS,CS6843,Program Analysis,12,Theory
CS,CS6720,Data Mining,12,Theory
CS,NEW COURSE,Indexing and Searching in Large Datasets,12,Theory
CS,CS6120,Wireless Communication and Networks,12,Theory
CS,CS6740,Indexing and Searching in Large Datasets,12,Theory
CS,CS6777,Optimization Methods for Computer Vision Applications.,12,Theory
CS,CS6844,Advanced Wireless Communications and Networks,12,Theory
CS,CS6999,Special Topics in Computer Science and Engineering,9,Oral
CS,CS6111,Foundations of cryptography,12,Theory
CS,CS6045,Software Defined Networking,12,Theory
CS,CS2700,Programming and Data Structures,10,Theory
CS,CS1200,Discrete Mathematics for Computer Science,10,Theory
CS,CS6850,Topics in Complexity Theory,12,Theory
CS,CS6015,Linear Algebra and Random Processes,12,Theory
CS,CS6030,Logic and Combinatorics for Computer Science,12,Theory
CS,CS6464,Concepts in statistical learning theory,12,Theory
CS,CS6530,Applied Cryptography,12,Theory
CS,CS6853,CS6853 GIAN 161003K01: Distributed Network Algorithms: Foundations and Future Directions,6,Theory
CS,CS6570,Secure Systems Engineering,12,Theory
CS,CS6620,Advanced Computer Organization and Architecture with Lab,12,Theory
CS,CS6044,Advanced Networking with Lab,12,Theory
CS,CS6580,Advanced Operating Systems with Lab,12,Theory
CS,CS6040,Router Architectures and Algorithms,12,Theory
CS,CS6840,Modern Complexity Theory,12,Theory
CS,CS6014,Computability and Complexity,12,Theory
CS,CS6845,Pseudorandomness,12,Theory
CS,CS2310,Foundations of Computer Systems Design Lab,4,Lab
CS,CS7111,Topics in Cryptography,12,Theory
CS,CS3510,Operating Systems Lab,6,Lab
CS,CS5800,Advanced Data Structures & Algorithms,12,Theory
CS,CS6440,Distributed Computing,12,Theory
CS,CS3100,Paradigms of Programming,9,Theory
CS,CS7016,Topics In Deep Learning,12,Theory
CS,CS6251,Computational Models of Cognition,12,Theory
CS,CS6023,GPU Programming,12,Theory
CS,CS2810,Object-Oriented Algorithms Implementation and Analysis Lab,6,Lab
CS,CS6770,Knowledge Representation & Reasoning,12,Theory
CS,CS6780,Algorithmic Game Theory,12,Theory
CS,CS4011,Principles of Machine Learning,12,Theory
CS,CS6046,Multi-armed bandits,12,Theory
CS,CS6898W,Embedded Systems Security,12,Theory
CS,CS5998*,MTech Project Phase II,48,Practical
CS,CS6030W,Logic and Combinatorics for Computer Science,12,Theory
CS,CS6596,High-Performance Parallel Programming,9,Theory
CS,CS5800W,Advanced Data Structures & Algorithms,12,Theory
CS,CS6530W,Applied Cryptography,12,Theory
CS,CS6620W,Advanced Computer Organization and Architecture with Lab,12,Theory
CS,CS6745W,Mining Massive Data Sets,12,Theory
CS,CS2300,Foundations of Computer Systems Design,9,Theory
CS,CS7011,Topics in Reinforcement Learning,12,Theory
CS,CS7012,Multilayer Network Models and Algorithms,12,Theory
CS,CS2710,Programming and Data Structures Lab,6,Lab
CS,NUS130,Software Engineering,12,Theory
CS,NUS140,Introduction to Computer Networks,12,Theory
CS,NUS150,Introduction to Computational Biology,12,Theory
CS,CS6515,Stochastic Optimization,12,Theory
CS,CS2800,Design and Analysis of Algorithms,10,Theory
CS,CS3205,Introduction to Computer Networks,12,Theory
CS,CS6170,Randomized Algorithms,12,Theory
CS,CS6841,Approximation Algorithms,12,Theory
CS,ID7123,Machine Intelligence and Brain Research,6,Oral
CS,CS2600,Computer Organization and Architecture,10,Theory
CS,CS6730,Probabilistic Graphical Models,12,Theory
CS,CS6008,M.Tech project Phase III,36,Practical
CS,CS2610,Computer Organization and Architecture Lab,6,Lab
CS,CS6998*,M.Tech Project Phase II,48,Practical
CS,CS6024,Algorithmic Approaches to Computational Biology,12,Theory
CS,CS4805,B. Tech. Project,24,Practical
CS,CS6500,Network Security,12,Theory
CS,CS3660,Industrial Training,0,Oral
CS,CS6810,Information Theory and Coding,12,Theory
CS,NUS440,C++ to JAVA,2,Theory
CS,NUS450,Computer Communication Networks I,12,Theory
CS,NUS470,Database Systems,12,Theory
CS,NUS480,Programming Language Concepts,12,Theory
CS,NUS490,Operating Systems,12,Theory
CS,NUS500,Design and Analysis of Algorithms,12,Theory
CS,NUS510,Compiler Design,12,Theory
CS,CS6852,Theory and Applications of Ontologies,12,Theory
CS,CS7999,Special Topics in Computer Science and Engineering,9,Oral
CS,CS4900,Undergraduate Research in Computer Science - I,12,Theory
CS,CS4910,Undergraduate Research in Computer Science - II,12,Oral
CS,CS5705,Dual Degree Project I,12,Practical
CS,CS5715,Dual Degree Project II,33,Practical
CS,CS5815,Dual Degree Project III,40,Practical
CS,CS5691,Pattern Recognition and Machine Learning,15,Theory
CS,CS5020,Nonlinear optimisation: Theory and algorithms,12,Theory
CS,CS1111,Problem Solving using Computers,12,Theory
CS,CS6140W,Advanced Programming Laboratory,9,Lab
CS,CS5988W,Project Phase I,20,Practical
CS,CS5989W,Project Phase II,44,Practical
CS,CS5990W,Project Phase III,36,Practical
CS,CS6130,Advanced Graph Algorithms,12,Theory
CS,CS7030,Recent Topics in Compilers,12,Theory
CS,CS6025,Sublinear Algorithms,12,Theory
CS,CS6886,Systems Engineering for Deep Learning,12,Theory
CS,CS6741,Statistical Foundations of Data Science,12,Theory
CS,CS5666,Foundations of Blockchain technology,12,Theory
CS,CS6910,Fundamentals of Deep Learning,12,Theory
CS,CS4830,Big Data Laboratory,6,Lab
CS,CS6330,Digital System Testing & Testable Design,12,Theory
CS,CS6700,Reinforcement Learning,12,Theory
CS,CS1100,Introduction to Programming,12,Theory
CS,CS6100,Topics in Design & Analysis of Algorithms,12,Theory
CS,ID5490,Project I,20,Practical
CS,ID5491,Project II,30,Practical
CS,ID5492,Project III,35,Practical
CS,CS7020,Advances in Theory of Deep Learning,9,Theory
CS,CS6854,Topics in Distributed Algorithms,12,Theory
CS,CS6666,Blockchain and Distributed Ledger Technologies,12,Theory
CS,CS7370,Causal Inference,12,Theory
CS,CS6630,Secure Processor Microarchitecture,12,Theory
CS,CS6745,Mining Massive Data Sets,12,Theory
CS,CS6215,System Modeling and Simulation,12,Theory
CS,CS6225,Programs and Proofs,12,Theory
CS,CS6710,Advances in Visual Perception,12,Theory
CS,CS6011,Kernel Methods for Pattern Analysis,12,Theory
CS,CS6760W,Digital Design Verification,12,Theory
CS,CS6230W,CAD for VLSI Systems,12,Theory
CS,CS5030,Automated Program Verification,12,Theory
CS,CS7380,Statistical Relational AI Modeling and Learning,3,Theory
CS,CS5210,Linear Programming and Combinatorial Optimization,12,Theory
CS,CS6115,Structure vs Hardness in Cryptography,12,Theory
CS,CS5980,Project I,20,Theory
CS,CS5990,Project II,44,Practical
CS,CS6000,Project III,36,Practical
CS,CS3666,Industrial Training,0,Oral
